acronym_,expansion,id,text
SA,simulated annealing,EXT,"In the SA algorithm, the relaxation time also depends on the candidate generator, in a very complicated way."
SA,simulated annealing,EXT,Note that all these parameters are usually provided as black box functions to the SA algorithm.
SA,simulated annealing,EXT,Adaptive SA algorithms address this problem by connecting the cooling schedule to the search progress.
SA,simulated annealing,EXT,This process is called restarting of SA.
SA,simulated annealing,EXT,combined SA moves with an acceptance-rejection of the best fitted individuals equipped with an interacting recycling mechanism.
SA,simulated annealing,EXT,"Stochastic tunneling attempts to overcome the increasing difficulty SA runs have in escaping from local minima as the temperature decreases, by 'tunneling' through barriers."
SA,simulated annealing,EXT,Memetic algorithms search for solutions by employing a set of agents that both cooperate and compete in the process; sometimes the agents' strategies involve SA procedures for obtaining high quality solutions before recombining them.
SA,simulated annealing,EXT,Stochastic optimization is an umbrella set of methods that includes SA and numerous other approaches.
SA,simulated annealing,EXT,"""On SA phase transitions in phylogeny reconstruction""."
SA,simulated annealing,EXT,Simulated Annealing A Javascript app that allows you to experiment with SA.
SA,simulated annealing,EXT,An open-source MATLAB program for general SA exercises.
SA,simulated annealing,EXT,"Google in superposition of using, not using quantum computer Ars Technica discusses the possibility that the D-Wave computer being used by Google may, in fact, be an efficient SA co-processor."
SA,sensitivity analysis,EXT,"A related practice is uncertainty analysis, which has a greater focus on uncertainty quantification and propagation of uncertainty; ideally, uncertainty and SA should be run in tandem."
SA,sensitivity analysis,EXT,"The process of recalculating outcomes under alternative assumptions to determine the impact of a variable under SA can be useful for a range of purposes, including:

Testing the robustness of the results of a model or system in the presence of uncertainty."
SA,sensitivity analysis,EXT,"In models involving many input variables, SA is an essential ingredient of model building and quality assurance."
SA,sensitivity analysis,EXT,National and international agencies involved in impact assessment studies have included sections devoted to SA in their guidelines.
SA,sensitivity analysis,EXT,The choice of method of SA is typically dictated by a number of problem constraints or settings.
SA,sensitivity analysis,EXT,Another method is to use an event-based SA method for variable selection for time-constrained applications.
SA,sensitivity analysis,EXT,This is an input variable selection  method that assembles together information about the trace of the changes in system inputs and outputs using SA to produce an input/output trigger/event matrix that is designed to map the relationships between input data as causes that trigger events and the output data that describes the actual events.
SA,sensitivity analysis,EXT,"Correlated inputs: Most common SA methods assume independence between model inputs, but sometimes inputs can be strongly correlated."
SA,sensitivity analysis,EXT,"Some SA approaches, such as those based on linear regression, can inaccurately measure sensitivity when the model response is nonlinear with respect to its inputs."
SA,sensitivity analysis,EXT,"Multiple outputs: Virtually all SA methods consider a single univariate model output, yet many models output a large number of possibly spatially or time-dependent data."
SA,sensitivity analysis,EXT,"Given data: While in many cases the practitioner has access to the model, in some instances a SA must be performed with ""given data"", i.e. where the sample points  cannot be chosen by the analyst."
SA,sensitivity analysis,EXT,"This may occur when a SA has to be performed retrospectively, perhaps using data from an optimisation or uncertainty analysis, or when data comes from a discrete source."
SA,sensitivity analysis,EXT,In uncertainty and SA there is a crucial trade off between how scrupulous an analyst is in exploring the input assumptions and how wide the resulting inference may be.
SA,sensitivity analysis,EXT,"The point is well illustrated by the econometrician Edward E. Leamer:
I have proposed a form of organized SA that I call 'global SA' in which a neighborhood of alternative assumptions is selected and the corresponding interval of inferences is identified."
SA,sensitivity analysis,EXT,"Some common difficulties in SA include

Too many model inputs to analyse."
SA,sensitivity analysis,EXT,The subjectivity of the probability distributions or ranges will strongly affect the SA.
SA,sensitivity analysis,EXT,This is when one performs SA on one sub-model at a time.
SA,sensitivity analysis,EXT,"There are a large number of approaches to performing a SA, many of which have been developed to address one or more of the constraints discussed above."
SA,sensitivity analysis,EXT,"In some cases this procedure will be repeated, for example in high-dimensional problems where the user has to screen out unimportant variables before performing a full SA."
SA,sensitivity analysis,EXT,"Regression analysis, in the context of SA, involves fitting a linear regression to the model response and using standardized regression coefficients as direct measures of sensitivity."
