acronym,expansion,anchor_sentence
EMA,ecological momentary assessment,We considered only those patients that accessed the EMA interface on at least three occasions .
MAPE,mean absolute percentage error,"Many forecasts are being evaluated using widely used error measures such as MAPE , which does not consider the consequences of over- or under - forecasts ."
MAPE,mean average percent error,"Using a range of values , we find that the minimum MAPE and RMSE are 0.52 and 1380 with values of 3.6 and 3.5 , respectively ."
MAP,maximum a posteriori,"Note that for the Laplace approximation , the augmentation scheme is only used to compute the MAP estimate in an efficient way ."
MAP,mean average precision,"Similar to the findings in , we observe that the ' How ' question is the hardest to answer , with the lowest MAP scores ."
DN,distinguished name,"""dn"" is the DN of the entry; it is neither an attribute nor a part of the entry. """
DN,destination node,"Explicitly , Proposition guarantees that a specific route comprised by the sub - route can not generate Pareto - optimal routes by adding an intermediate RN to between its last RN and the DN , if the sub - route is weakly dominated by any of the legitimate routes ."
PCC,pre - activation convolutional cell(the,PCC ) PCC with 32 units(The selection of the number of units is made to reduce the cost of the training of the networks . )
PCC,pearson correlation coefficient,"A PCC value in the ranges of [ , ] , [ , ) and [ , ) indicates a strong , medium and small positive correlation , respectively ."
AL,adversarial loss,"In SR application , AL enables the SR network to hallucinate fine texture detail , and the synthesized HR images appear qualitatively more realistic ."
AL,active learning,Annotation ModesWe devise four AL - enabled annotation modes : 1 .
US,ultrasound,"As a baseline CNN method , we utilised the fully convolutional network model suggested by for multi - view 3D - US image segmentation problem ."
US,united states,figure png / global_page_flow.png Global page detection flow for the US pages fig : global_page_flowfigure
US,uncertainty sampling,"Furthermore , our analysis tool shows that US selects many of such words with incorrect pseudo labels in the supplementary material sec : US_analysis ."
MR,magnetic resonance,"The proposed ACNN - Seg method is compared against : the current state - of - the - art cine MR 2D slice by slice segmentation method ( 2D - FCN ) , 3D - UNet model , cascaded 3D - UNet and convolutional AE model ( AE - Seg ) , sub - pixel 3D - CNN segmentation model ( 3D - Seg ) proposed in Sec . ,"
MR,minimum read,Minimum Read ESQ ( MR - ESQ ) : Similarly to S - PSSQ each request waits until the previous request is completed .
MR,majority rule,"The majority rule model ( MR , see Krapivsky2003 ) is a special case of the TM , since all thresholds are one half ( the randomly chosen individual tends to flip if the majority of its neighbors have opposite spin ) ."
MR,model risk,"Thus , we conduct the BN - SV - MR sensitivity analysis to get the comprehensive information on how the BN model risk impacts on the criticality assessment for and ."
MR,middle resolution,images / dbpniterRecurrent DBPN with multiple pairs of projection units ( DBPN - MR ) .
MR,mean recall,Mean Recall ( MR ) averages such measures for all requests from the dataset .
MR,machine reading,Very recent works use pre - trained Transformer models for MR .
MR,meaning representation,"Crowd workers were asked to select a checkbox for added information if the output contained information not present in the given MR , or a checkbox for missed information if the output missed some information from the MR ."
MR,morphological richness,tbp ] Dominating frequency of droplet 's MR .
MR,mixed reality,"PathEarlier works have explored visualising the path of the robot , yet these designs extend lines far into the future and this means that in an MR setting where all the robots in the vincinity broadcast their paths the visual field would quickly become cluttered ."
HR,high - resolution,"As highlighted in , early upsampling introduces redundant computations in the HR space since no additional information is added into the model by performing transposed convolutions at an early stage . ("
HR,heart rate,"The HR can vary according to the body's physical needs, including the need to absorb oxygen and excrete carbon dioxide, but is also modulated by a myriad of factors including but not limited to genetics, physical fitness, stress or psychological status, diet, drugs, hormonal status, environment, and disease/illness as well as the interaction between and among these factors."
IS,inception score,"To evaluate our results quantitatively , we computed both the Inception Score ( IS , larger is better ) , which tries to evaluate how recognizable and diverse objects within images are , as well as the Frechet Inception Distance ( FID , smaller is better ) , which compares the statistics of generated images with real images ."
IS,importance sampling,"We also compare against importance sampling as presented in , which we refer to as IS ."
IS,information systems,"This paper discusses these issues for the target population of IS students , for whom the lack of direct relevance of the traditional logic courses seems to have led to their exclusion from the curriculum ."
LDP,large deviation principle,Thus the empirical measure of the activation patterns of all those particles satisfies LDP with rate functional in discrete time .
LDP,low degeneracy partition,"Our algorithm uses our LDP framework to split the input graph into parts with logarithmic degeneracy(hence , arboricity ) and then invokes an algorithm of Barenboim and Elkin ."
LDP,local differential privacy,There are two types of differential privacy - Centralized differential privacy or CDP and Local differential privacy or LDP .
ACE,average causal effect,"Importantly , estimating the ACE only requires computing a distribution in Figure fig : cases ."
ACE,advanced combined encoder,Basic block diagram of ACE processing strategy used in this study to simulate the CI - users signal .
ACE,average coverage error,The average coverage error ( ACE ) is the coverage dependent component in C Wan 's cost function .
OPS,orthogonal pilot sequences,The solid marked line curves represent the SLM technique with different values of Simulations in Figure depict the CCDF of the PAPR reduction after applying OPS technique with different values of .
OPS,one posterior sample,"We note that for complicated models , especially with non - convex target posterior landscapes , such an upper bound for step size still brings practical problems even with the OPS ."
MDS,maximum distance separable,"Organization In Section 2 , we present the neccessary background on MDS vector codes along with a parity - check view of them ."
MDS,minimum dominating set,"Negative correlation reduces the size of an MDS and enhances network controllability , whereas positive correlations hardly affect the size of an MDS ."
MDS,multi - dimensional scaling,"For example , ISOMAP extends MDS by calculating similarities of distant pairs based on similarities of neighbouring pairs ."
IPS,intrusion prevention system,IPS Intrusion prevention systems like the open source Suricata could be used together with custom rules tailored towards the IoT devices to prevent their ongoing compromise .
IPS,inverse propensity scaling,"IPS has this nice property that it is an unbiased estimator ; unfortunately , it tends to have large variance especially when some probabilities are small ."
IPS,interactive proof systems,"If such an IPS has a time bound , then we can say that every probabilistic path ends with the decision of "" acceptance "" for inputs that are members of the language ."
BMS,building management system,Figure 3 presents a picture of the target building along with a representative BMS screen for one of the ventilation units .
BMS,battery management system,"However , employing the RGTI for battery management interferes with the BMS algorithm present within the UPS , and such a clash can also lead to battery mismanagement which affects the life of the storage elements ."
PP,prepositional phrase,"This section formally defines the problem of PP attachment disambiguation , describes our baseline model , then shows how to integrate the token - level embeddings in the model ."
