acronym,expansion,anchor_sentence
DC,direct click,"While several k - hop distances are being traversed non - uniformly , most transitions happen across nearby nodes , especially when browsing ( DE , DC , EX , ES ) 2-hop neighbors ."
DC,data consistency,"Firstly , we showthat the benefit of the DC layer is that it modifies the objectivefunction so it allocates more weight to errors generated by the entries in - space that were not initially sampled in ."
DC,datacenter,Results demonstrates the efficiency of the purposed algorithm concerning the large DC and power consumption .
DC,deep convolutional,"The model outperformed our DC - GAN baseline , but its images were clearly worse than without the gradient penalty for all categories except flowers ."
DC,deficit counter,"In the wake of serving , the deficit counter is overhauled , that is DC turns into 0 credits ."
DC,dynamic cluster,Thus a merge event will lead to the disappearance of at least one DC and might lead to the creation of a new DC at time point .
ADP,approximate dynamic programming,"However , performance guarantees can be very hard to obtain for multi - stage decision making problems with complex action spaces over long time periods , and in our case , nonstationary arrival patterns and variable forecasts prohibit many traditional ADP techniques ."
ADP,absolute derivative privacy,"First since the optimisation is based on , the AIMD algorithm can be considered AUP- and ADP - private ."
ES,energy storage,"The communication links between the ES systems are bidirectional , meeting the requirements of the distributed control strategy for a balanced communication network ."
ES,end systolic,"T represents traditional methods , D represents deep learning based methods , ED stands for End diastolic and ES stands for End systolic cycle ."
ES,evolutionary strategies,"Recent workspathnet , openai , stablees , DeepNeuroevolution2017 have demonstrated that ES is a viable alternative to traditional Deep RL methods on many strong baselines ."
ES,event synchronization,An example of ES technique was proposed by Quiroga et al.quiroga2002event .
ES,enterprise storage,HDDs are also classified by their interface : ES drives use Small Computer System Interface -SCSI or Fibre Channel - FC and PS drives use Advanced Technology Attachment - ATA .
ES,entropy search,ES basically defines a different AcquisitionFunction for BO as follows : where is the change in entropy of caused by retrieving a new cost value at location .
ES,elevation angle spread,"In common case , increases as the antenna spacing , the AS and the ES decrease ."
ES,exhaustive search,"Due to larger ( m ) , the gap from the condition for and in Corollary is larger than the case when m . As a result , the upper bound for m obtained by Corollary is not as tight ( not as close to the optimal value by the ES protocol ) as in the case when m . The IO protocol has the largest power gain but this gain is not close to ."
ES,external search,ES : are all requests coming from the top most popular external search engines such as Google and Yahoo .
ES,embedding weight sharing,""" Transformer + ES + EDS "" , namely our proposed representor , will be used in latter experiments ."
TR,tone reservation,The objective of TR is to find the time - domain signal to be added to the original time - domain signal to reduce the PAPR .
AOD,average outage duration,"According to the estimated SINR distributions , theoretical outage probability , LCR and AOD are shown to match the empirical results well ."
AM,arithmetic mean,"As depicted in Table , the proposed algorithms have marginally better values of AM measure than that of MUB and S - W0 - 1 method ."
AM,activation maximization,"To date , AM has been widely used to decode abstract spatial filters and to make qualitative interpretations of CNNs ."
AM,alternating minimization,Results and DiscussionBenchmarking Alternating Minimization ( AM)Here we compare our proposed AM with the more conventional formulation where angular accelerations and linear velocities are simultaneously obtained .
QP,quadratic programming,"To alleviate this difficulty , Ravikumar and Lafferty relaxed the QP minimisation to the following convex problem : where the vector is defined as followsand is the square diagonal matrix with as its diagonal ."
QP,quantum pareto,"To elaborate further , the P - NDQIO algorithm also exploits the synergies between QP and HP , which was utilized by the NDQIO algorithm of ."
QP,quantisation parameter,"Comparing to the compression results presented in , where the improvement is only evident on high resolution and low QP cases , ViSTRA2 offers enhanced coding performance across a wider QP and resolution range ."
TCP,test case prioritization,"In this study , we want to propose a method for TCP in order to find the bugs made by the development team as soon as possible ."
TCP,top concept 's popularity,"In this case , the value of TCP should be high ."
SDD,stanford drone dataset,"SDD contains videos shot from a drone , where each frame is annotated with objects of six categories ."
SDD,standard desktop display,Results for both astronomers and non - astronomers indicate that the SDD is generally perceived as difficult for this kind of search while the TDW is generally perceived as easy to use for the same .
VAT,virtual adversarial training,"Intuitively , it is clear that there is some counterbalancing effects between the two losses , since the VAT loss may favor smooth functions and the entropy loss favors sharp ones ."
VAT,visceral adipose tissue,"We therefore introduce a new approach using a fully convolutional network for the automated segmentation of VAT and SAT , with the goal of investigating how high of an accuracy and robustness can be achieved on this task ."
GP,gaussian process,"The energy predictor is also built atop GP regression , with energy consumption values directly measured from the hardware platform ."
GP,geometric programming,"ApproximationsIn order to convert the optimization problem formulated in Rmax - epsilon to a GP standard form , we propose to apply approximations for the objective and constraint functions ."
